rank,place,barrio,kind,area_m2,area_figure,asking_usd,asking_native,currency,estimate_usd,estimate_low_usd,estimate_high_usd,confidence,comps,segment,rank_score,listings,days_listed,source,url,department_market,city_market
169,Asunción,Mburucuyá,departamento,66,total,97000,97000,USD,125424.54,75417.78,175933.01,56,8,departamento|asuncion,1591774,1,239,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098009-704,Asunción,
170,Asunción,Recoleta,departamento,95,built,109000,109000,USD,137352.41,82590.01,192664.23,56,8,departamento|asuncion,1587735,1,,infocasas,https://www.infocasas.com.py/penthouse-de-lujo-con-estilo-neoyorquino-exclusividad-urbana-a-300-metros-del-shopping/194195350,Asunción,
171,"San Lorenzo, Central",,casa,280,built,64965.03,385000000,PYG,102625.7,61031.5,153969.34,42,7,casa|central,1581748,1,51,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143016045-8,Central,San Lorenzo
172,Asunción,Las Mercedes,departamento,144,total,120000,120000,USD,148218.15,89123.57,207905.59,56,8,departamento|asuncion,1580216,1,736,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010150-27,Asunción,
173,"Caacupé, Cordillera",,terreno,1960,land,22779.95,135000000,PYG,55016.53,36272.4,71675.54,49,0,terreno|cordillera,1579593,1,687,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143098126-349,Cordillera,Caacupé
174,Asunción,Los Laureles,departamento,103,built,125000,125000,USD,153130.1,92077.13,214795.59,56,8,departamento|asuncion,1575286,1,,infocasas,https://www.infocasas.com.py/en-venta-casa-departamento-/193247197,Asunción,
175,Asunción,,departamento,118,built,118000,118000,USD,146105.6,87853.29,204942.32,56,8,departamento|asuncion,1573913,1,,uprop,https://uprop.com.py/detail/departamento-de-2-dormitorios-las-mercedes-asuncion-d6baa993-67be-47cc-b96c-3b012ca0ad1f,Asunción,
176,Asunción,,departamento,56.8,built,69900,69900,USD,97992.16,58922.69,137453.61,56,8,departamento|asuncion,1573161,2,,uprop,https://uprop.com.py/detail/departamento-de-1-dormitorio-semi-nuevo-en-el-edificio-troche-f5d689d6-d1c8-46eb-a317-47940601bbb0,Asunción,
177,Asunción,Herrera,departamento,56,built,65000,65000,USD,93052.74,55952.61,130525.08,56,8,departamento|asuncion,1570954,1,,infocasas,https://www.infocasas.com.py/vendo-monoambiente-semiamoblado-en-barrio-herrera-con-renta-activa/193285943,Asunción,
178,Asunción,La Recoleta,departamento,41,built,56443,56443,USD,84407.86,50754.45,118398.91,56,8,departamento|asuncion,1566032,1,,cb,https://coldwellbanker.com.py/propiedad/oportunidad-vendo-dept-1-dorm-alta-rentabilidad-10-edificio-nest--4329289,Asunción,
179,Asunción,Villa Morra,departamento,82,total,146233,146233,USD,174132.18,104705.68,244255.21,56,8,departamento|asuncion,1562354,1,636,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143075004-109,Asunción,
180,"Lambaré, Central",,casa,350,built,158615.92,940000000,PYG,195814.16,116450.68,293779.99,42,8,casa|central,1562326,1,496,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/lambare/143068006-132,Central,Lambaré
181,Asunción,Santísima Trinidad,departamento,55,total,72700,72700,USD,100150.7,60220.62,140481.39,56,8,departamento|asuncion,1537239,1,520,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098009-636,Asunción,
182,Asunción,Recoleta,departamento,47,total,72072,72072,USD,99512.16,59836.66,139585.71,56,8,departamento|asuncion,1536649,1,48,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025145-458,Asunción,
183,"Mariano Roque Alonso, Central",,casa,240,built,64965.03,385000000,PYG,101516.97,60372.14,152305.91,42,7,casa|central,1535181,1,514,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/mariano-roque-alonso/143046007-151,Central,Mariano Roque Alonso
184,Asunción,Villa Morra,departamento,54,built,96400,96400,USD,123681.94,74369.95,173488.66,56,8,departamento|asuncion,1527789,1,,infocasas,https://www.infocasas.com.py/habitalis-jardin-villa-morra-departamento-de-1-dormitorio/191040728,Asunción,
