rank,place,barrio,kind,area_m2,area_figure,bedrooms,bathrooms,asking_usd,asking_native,currency,score,part_cuts,part_staleness,part_ask,part_relist,days_listed,share_of_recent_closes_that_took_fewer_days,recent_closes_median_days,cuts_seen,cut_depth,ask_usd_m2,segment_median_terminal_ask_usd_m2,ask_m2_share_below,relisted_below_earlier_ask,listings,source,url,department_market,city_market
311,"Encarnación, Itapúa",,casa,180,built,2,3,250000,250000,USD,0.433,0,0.8462,1,0,597,0.8462,178,0,0,1388.89,537.5,1,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/encarnacion/143011043-215,Itapúa,Encarnación
312,"Encarnación, Itapúa",,casa,140,built,3,2,250000,250000,USD,0.433,0,0.8462,1,0,591,0.8462,178,0,0,1785.71,537.5,1,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/encarnacion/143032072-9,Itapúa,Encarnación
313,Asunción,Barrio Jara,casa,218,built,3,4,250000,250000,USD,0.433,0,0.9889,0.819,0,1872,0.9889,189.5,0,0,1146.79,638.83,0.8276,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/asuncion/143081004-23,Asunción,
314,"San Bernardino, Cordillera",,terreno,620,land,,,59500,59500,USD,0.432,0,0.8431,1,0,374,0.8431,146,0,0,95.97,23.03,0.9565,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143096038-9,Cordillera,San Bernardino
315,"San Bernardino, Cordillera",,terreno,775,land,,,95000,95000,USD,0.432,0,0.8431,1,0,375,0.8431,146,0,0,122.58,23.03,0.9565,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143075156-51,Cordillera,San Bernardino
316,"Luque, Central",,casa,75,built,2,1,61922.87,365000000,PYG,0.432,0.5097,0.2135,0.8948,0,64,0.2135,141.5,1,0.0519,825.64,542.23,0.8579,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143061002-208,Central,Luque
317,"San Bernardino, Cordillera",,terreno,3179,land,,,190000,190000,USD,0.432,0,0.902,0.9239,0,617,0.902,146,0,0,59.77,23.03,0.8696,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143063002-263,Cordillera,San Bernardino
318,"San Bernardino, Cordillera",,terreno,2000,land,,,115000,115000,USD,0.432,0,0.902,0.9239,0,602,0.902,146,0,0,57.5,23.03,0.8696,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054048-75,Cordillera,San Bernardino
319,"Piribebuy, Cordillera",,terreno,962,land,,,55136.8,325000000,PYG,0.432,0,0.902,0.9239,0,556,0.902,146,0,0,57.31,23.03,0.8696,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/piribebuy/143063128-203,Cordillera,
320,"Luque, Central",,terreno,362,land,,,95000,95000,USD,0.431,0.3531,0.3444,1,0,79,0.3444,119.5,1,0.0206,262.43,92.66,0.92,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143098023-43,Central,Luque
321,"San Lorenzo, Central",,duplex,115,built,2,2,98397.98,580000000,PYG,0.431,0,0.9848,0.8173,0,868,0.9848,150,0,0,855.63,723.5,0.8269,0,1,remax,https://www.remax.com.py/es-py/propiedades/duplex/venta/san-lorenzo/143010160-9,Central,San Lorenzo
322,Asunción,Las Lomas (Carmelitas),departamento,63,total,1,2,138849,138849,USD,0.431,0,0.9632,0.843,0,493,0.9632,62.5,0,0,2203.95,1671.33,0.8372,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063187-34,Asunción,
323,"Lambaré, Central",,terreno,385.77,land,,,84825.84,500000000,PYG,0.431,0,0.8775,0.95,0,368,0.8775,119.5,0,0,219.89,92.66,0.88,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/lambare/143071088-8,Central,Lambaré
324,"Encarnación, Itapúa",,terreno,549,land,,,165000,165000,USD,0.43,0,0.8358,1,0,752,0.8358,281,0,0,300.55,80.44,0.9778,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/encarnacion/143085019-328,Itapúa,Encarnación
325,"Capiatá, Central",,casa,188,built,3,1,184072.08,1085000000,PYG,0.43,0,0.8333,1,0,417,0.8333,141.5,0,0,979.11,542.23,0.9235,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/capiata/143025151-74,Central,Capiatá
326,"San Bernardino, Cordillera",,terreno,945,land,,,42412.92,250000000,PYG,0.43,0,0.9804,0.8152,0,854,0.9804,146,0,0,44.88,23.03,0.8261,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143094018-11,Cordillera,San Bernardino
327,"Hohenau, Itapúa",,terreno,493,land,,,69000,69000,USD,0.429,0,0.9403,0.8611,0,1290,0.9403,281,0,0,139.96,80.44,0.8444,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/hohenau/143085019-14,Itapúa,
328,"Encarnación, Itapúa",,terreno,600,land,,,84825.84,500000000,PYG,0.429,0,0.8955,0.9167,0,945,0.8955,281,0,0,141.38,80.44,0.8667,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/encarnacion/143011007-1749,Itapúa,Encarnación
329,"Filadelfia, Boquerón",,casa,209,built,5,2,149887.27,883500000,PYG,0.429,0.569,0.5291,0.3784,0,171,0.5291,159,1,0.0638,717.16,577.08,0.6514,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/filadelfia/143016029-103,Boquerón,
330,Asunción,Santísima Trinidad,departamento,55,built,1,1,107500,107500,USD,0.428,0,0.9868,0.7992,0,798,0.9868,62.5,0,0,1954.55,1388.89,0.8197,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143026171-16,Asunción,
331,"Fernando de la Mora, Central",,casa,400,built,3,3,320000,320000,USD,0.428,0,0.9531,0.8402,0,648,0.9531,141.5,0,0,800,542.23,0.8361,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143025184-4,Central,Fernando de la Mora
332,"Lambaré, Central",,terreno,360,land,,,89915.39,530000000,PYG,0.428,0,0.8245,1,0,297,0.8245,119.5,0,0,249.76,92.66,0.9,0,2,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/lambare/143071088-9,Central,Lambaré
333,"Caacupé, Cordillera",,terreno,600,land,,,41564.66,245000000,PYG,0.427,0,0.8235,1,0,333,0.8235,146,0,0,69.27,23.03,0.9565,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143094043-21,Cordillera,Caacupé
334,"Piribebuy, Cordillera",,terreno,962,land,2,2,93308.43,550000000,PYG,0.427,0,0.8235,1,0,354,0.8235,146,0,0,96.99,23.03,0.9565,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/piribebuy/143063128-223,Cordillera,
335,"San Bernardino, Cordillera",,terreno,791,land,,,151838.26,895000000,PYG,0.427,0,0.8235,1,0,350,0.8235,146,0,0,191.96,23.03,1,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143063147-109,Cordillera,San Bernardino
336,"Luque, Central",,casa,164,built,3,2,161593.23,952500000,PYG,0.427,0,0.8229,1,0,395,0.8229,141.5,0,0,985.32,542.23,0.929,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143071067-87,Central,Luque
337,"Limpio, Central",,casa,83,built,3,2,67860.68,400000000,PYG,0.427,0,0.9063,0.8948,0,514,0.9063,141.5,0,0,817.6,542.23,0.8579,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/limpio/143094007-77,Central,Limpio
338,"San Bernardino, Cordillera",,casa,117,built,2,1,213761.13,1260000000,PYG,0.427,0,0.8214,1,0,364,0.8214,164,0,0,1827.02,732.45,1,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-bernardino/143063059-76,Cordillera,San Bernardino
339,"Piribebuy, Cordillera",,casa,62,built,2,2,82281.07,485000000,PYG,0.427,0,0.8214,1,0,360,0.8214,164,0,0,1327.11,732.45,0.9231,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/piribebuy/143063128-222,Cordillera,
340,Asunción,Villa Morra,departamento,45,total,1,1,110000,110000,USD,0.427,0,0.8211,1,0,260,0.8211,62.5,0,0,2444.44,1671.33,0.9244,0,2,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063068-105,Asunción,
341,"Encarnación, Itapúa",,terreno,404,land,,,110273.6,650000000,PYG,0.427,0,0.8209,1,0,724,0.8209,281,0,0,272.95,80.44,0.9778,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/encarnacion/143085019-475,Itapúa,Encarnación
342,"Ciudad del Este, Alto Paraná",,terreno,377,land,,,93308.43,550000000,PYG,0.426,0,0.8197,1,0,264,0.8197,131.5,0,0,247.5,80.9,0.9024,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ciudad-del-este/143050172-4,Alto Paraná,Ciudad del Este
343,"Encarnación, Itapúa",,departamento,46.76,total,1,1,123909,123909,USD,0.426,0,0.8182,1,0,281,0.8182,123,0,0,2649.89,1487.88,1,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/encarnacion/143011101-16,Itapúa,Encarnación
344,"Luque, Central",,terreno,775,land,1,1,144203.93,850000000,PYG,0.426,0,0.9503,0.8333,0,549,0.9503,119.5,0,0,186.07,92.66,0.8333,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143063109-69,Central,Luque
345,Asunción,Ycuá Satí,departamento,81.5,total,2,2,176750,176750,USD,0.425,0,0.9763,0.7994,0,655,0.9763,62.5,0,0,2168.71,1671.33,0.8198,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143056031-635,Asunción,
346,"Itauguá, Central",,casa,100,built,3,2,70914.41,418000000,PYG,0.425,0.3324,0.7188,0.5396,0,252,0.7188,141.5,1,0.0165,709.14,542.23,0.7158,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/itaugua/143036126-35,Central,Itauguá
347,"Areguá, Central",,casa,160,built,4,2,127238.77,750000000,PYG,0.425,0,0.9427,0.8402,0,599,0.9427,141.5,0,0,795.24,542.23,0.8361,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/aregua/143054048-77,Central,Areguá
348,Asunción,Itá Enramada,casa,200,built,3,2,110273.6,650000000,PYG,0.425,0.4706,0.9556,0,0,938,0.9556,189.5,1,0.0441,551.37,638.83,0.3218,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/asuncion/143080002-289,Asunción,
349,"Lambaré, Central",,terreno,910,land,,,180000,180000,USD,0.425,0,0.9073,0.8833,0,414,0.9073,119.5,0,0,197.8,92.66,0.8533,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/lambare/143071067-83,Central,Lambaré
350,"Cambyretá, Itapúa",,casa,68,built,1,2,66164.16,390000000,PYG,0.425,0,0.9615,0.8152,0,947,0.9615,178,0,0,973,537.5,0.8261,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/cambyreta/143011008-291,Itapúa,
351,"Encarnación, Itapúa",,casa,240,built,3,2,230000,230000,USD,0.425,0,0.9615,0.8152,0,911,0.9615,178,0,0,958.33,537.5,0.8261,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/encarnacion/143085019-207,Itapúa,Encarnación
352,"Encarnación, Itapúa",,casa,120,built,4,3,118756.18,700000000,PYG,0.425,0,0.9615,0.8152,0,1180,0.9615,178,0,0,989.63,537.5,0.8261,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/encarnacion/143011071-31,Itapúa,Encarnación
353,"Carmen del Paraná, Itapúa",,casa,200,built,3,1,171000,171000,USD,0.425,0,0.9615,0.8152,0,979,0.9615,178,0,0,855,537.5,0.8261,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/carmen-del-parana/143011007-1713,Itapúa,
354,"Encarnación, Itapúa",,casa,180,built,3,2,180000,180000,USD,0.425,0,0.9615,0.8152,0,1123,0.9615,178,0,0,1000,537.5,0.8261,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/encarnacion/143011043-163,Itapúa,Encarnación
355,"Encarnación, Itapúa",,casa,150,built,2,2,132328.32,780000000,PYG,0.425,0,0.9615,0.8152,0,1194,0.9615,178,0,0,882.19,537.5,0.8261,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/encarnacion/143085019-91,Itapúa,Encarnación
356,"Areguá, Central",,terreno,360,land,,,16116.91,95000000,PYG,0.424,0.5,0.9106,0,0,416,0.9106,119.5,1,0.05,44.77,92.66,0.1933,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143068091-120,Central,Areguá
357,"Capiatá, Central",,casa,139,built,2,2,110273.6,650000000,PYG,0.424,0,0.9375,0.8402,0,591,0.9375,141.5,0,0,793.34,542.23,0.8361,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/capiata/143100026-1,Central,Capiatá
358,"San Bernardino, Cordillera",,departamento,73,built,2,2,139966,139966,USD,0.424,0,0.9832,0.7827,0,824,0.9832,49,0,0,1917.34,1312.81,0.8131,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/san-bernardino/143098017-38,Cordillera,San Bernardino
359,"San Lorenzo, Central",,casa,64,built,2,2,65315.9,385000000,PYG,0.423,0,0.8073,1,0,367,0.8073,141.5,0,0,1020.56,542.23,0.9399,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143020119-7,Central,San Lorenzo
360,"Itauguá, Central",,casa,90,built,3,2,146748.71,865000000,PYG,0.423,0,0.8073,1,0,359,0.8073,141.5,0,0,1630.54,542.23,1,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/itaugua/143080127-33,Central,Itauguá
361,Asunción,Villa Morra,departamento,45,total,1,1,100000,100000,USD,0.423,0,0.9316,0.843,0,417,0.9316,62.5,0,0,2222.22,1671.33,0.8372,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143100042-58,Asunción,
362,Asunción,Ycuá Satí,terreno,384,land,,,275000,275000,USD,0.422,0,0.9032,0.8777,0,486,0.9032,153,0,0,716.15,422.08,0.8511,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/asuncion/143061056-107,Asunción,
363,"San Lorenzo, Central",,casa,229.7,built,5,4,255000,255000,USD,0.422,0,0.8021,1,0,352,0.8021,141.5,0,0,1110.14,542.23,0.9672,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143063128-225,Central,San Lorenzo
364,"San Bernardino, Cordillera",,terreno,1768,land,1,1,84825.84,500000000,PYG,0.422,0,0.8627,0.9239,0,452,0.8627,146,0,0,47.98,23.03,0.8696,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143063068-104,Cordillera,San Bernardino
365,"San Lorenzo, Central",,terreno,369,land,,,134024.83,790000000,PYG,0.421,0,0.8013,1,0,259,0.8013,119.5,0,0,363.21,92.66,0.9533,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-lorenzo/143098061-45,Central,San Lorenzo
366,"Luque, Central",,casa,170,built,3,2,139114.38,820000000,PYG,0.421,0,0.8854,0.8948,0,477,0.8854,141.5,0,0,818.32,542.23,0.8579,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143038060-7,Central,Luque
367,"Presidente Franco, Alto Paraná",,departamento,68,total,2,1,138500,138500,USD,0.421,0,0.9697,0.787,0,323,0.9697,14,0,0,2036.76,1572.95,0.8148,0,2,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/presidente-franco/143050056-156,Alto Paraná,
368,"Encarnación, Itapúa",,duplex,120,built,2,3,110000,110000,USD,0.421,0,0.9655,0.7923,0,826,0.9655,151,0,0,916.67,742.02,0.8169,0,1,remax,https://www.remax.com.py/es-py/propiedades/duplex/venta/encarnacion/143085028-1,Itapúa,Encarnación
369,"Fernando de la Mora, Central",,terreno,1050,land,,,295000,295000,USD,0.421,0,0.798,1,0,254,0.798,119.5,0,0,280.95,92.66,0.9333,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/fernando-de-la-mora/143098133-671,Central,Fernando de la Mora
370,Asunción,Mburucuyá,departamento,42,total,1,1,89900,89900,USD,0.42,0,0.9921,0.7558,0,889,0.9921,62.5,0,0,2140.48,1671.33,0.8023,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010075-202,Asunción,
371,"Lambaré, Central",,terreno,360,land,,,61922.87,365000000,PYG,0.42,0,0.9967,0.75,0,1166,0.9967,119.5,0,0,172.01,92.66,0.8,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/lambare/143005023-117,Central,Lambaré
372,Asunción,Villa Morra,departamento,45,built,1,1,87000,87000,USD,0.42,0,0.9895,0.7582,0,828,0.9895,62.5,0,0,1933.33,1388.89,0.8033,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143075004-60,Asunción,
373,"Ciudad del Este, Alto Paraná",,terreno,480,land,,,175000,175000,USD,0.42,0,0.7951,1,0,242,0.7951,131.5,0,0,364.58,80.9,0.9756,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ciudad-del-este/143050072-52,Alto Paraná,Ciudad del Este
374,"Luque, Central",,departamento,70,built,2,2,97000,97000,USD,0.42,0,0.9646,0.787,0,693,0.9646,45,0,0,1385.71,1097.06,0.8148,0,2,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143056001-308,Central,Luque
375,"San Lorenzo, Central",,casa,65,built,2,1,76343.26,450000000,PYG,0.419,0,0.7917,1,0,336,0.7917,141.5,0,0,1174.51,542.23,0.9891,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143068113-7,Central,San Lorenzo
376,"Luque, Central",,casa,120,built,3,3,140000,140000,USD,0.419,0,0.7917,1,0,345,0.7917,141.5,0,0,1166.67,542.23,0.9891,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143080105-123,Central,Luque
377,"San Bernardino, Cordillera",,departamento,84,built,3,2,158960,158960,USD,0.419,0,0.9832,0.7593,0,824,0.9832,49,0,0,1892.38,1312.81,0.8037,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/san-bernardino/143098017-39,Cordillera,San Bernardino
378,"Mariano Roque Alonso, Central",,departamento,54,built,1,2,90000,90000,USD,0.418,0,0.7876,1,0,156,0.7876,45,0,0,1666.67,1097.06,0.9259,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/mariano-roque-alonso/143036139-96,Central,Mariano Roque Alonso
379,"Ciudad del Este, Alto Paraná",,casa,229.42,built,4,4,250000,250000,USD,0.418,0,0.9556,0.7895,0,554,0.9556,179,0,0,1089.7,667.36,0.8158,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/ciudad-del-este/143107020-17,Alto Paraná,Ciudad del Este
380,Asunción,Ycuá Satí,departamento,44,total,1,1,105000,105000,USD,0.418,0,0.7868,1,0,225,0.7868,62.5,0,0,2386.36,1671.33,0.9012,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143056032-490,Asunción,
381,"Mariano Roque Alonso, Central",,casa,167,built,3,5,225500,225500,USD,0.417,0,0.7865,1,0,324,0.7865,141.5,0,0,1350.3,542.23,1,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/mariano-roque-alonso/143068136-7,Central,Mariano Roque Alonso
382,"Luque, Central",,casa,200,built,3,2,186616.86,1100000000,PYG,0.417,0,0.7865,1,0,325,0.7865,141.5,0,0,933.08,542.23,0.9126,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143063226-19,Central,Luque
383,Asunción,Villa Morra,departamento,51,built,1,1,99000,99000,USD,0.417,0,0.9789,0.7582,0,701,0.9789,62.5,0,0,1941.18,1388.89,0.8033,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010038-330,Asunción,
384,"Cambyretá, Itapúa",,casa,309,built,7,6,313855.62,1850000000,PYG,0.417,0,0.8462,0.9239,0,484,0.8462,178,0,0,1015.71,537.5,0.8696,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/cambyreta/143032061-113,Itapúa,
385,Asunción,Las Lomas (Carmelitas),departamento,51.5,total,1,1,110000,110000,USD,0.417,0,0.9921,0.7413,0,884,0.9921,62.5,0,0,2135.92,1671.33,0.7965,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025149-177,Asunción,
386,Asunción,Madame Lynch,departamento,47,total,1,1,120000,120000,USD,0.417,0,0.7842,1,0,224,0.7842,62.5,0,0,2553.19,1671.33,0.9593,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063179-48,Asunción,
387,"Doctor J. Eulogio Estigarribia, Caaguazú",,terreno,570,land,,,120000,120000,USD,0.417,0,0.9827,0.7515,0,958,0.9827,130.5,0,0,210.53,91.41,0.8006,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/doctor-j-eulogio-estigarribia/143078001-124,Caaguazú,
388,"Lambaré, Central",,terreno,454,land,,,76343.26,450000000,PYG,0.417,0,0.9967,0.7333,0,1207,0.9967,119.5,0,0,168.16,92.66,0.7933,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/lambare/143005060-1,Central,Lambaré
389,"Capiatá, Central",,casa,75,built,2,2,58529.83,345000000,PYG,0.417,0,0.9219,0.8265,0,551,0.9219,141.5,0,0,780.4,542.23,0.8306,0,1,infocasas,https://www.infocasas.com.py/en-venta-4-chalet-en-capiata-/192759549,Central,Capiatá
390,"Luque, Central",,casa,75,built,2,1,66164.16,390000000,PYG,0.416,0,0.8229,0.9495,0,400,0.8229,141.5,0,0,882.19,542.23,0.8798,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143061002-180,Central,Luque
391,"Luque, Central",,casa,80,built,2,1,67860.68,400000000,PYG,0.416,0,0.8542,0.9085,0,442,0.8542,141.5,0,0,848.26,542.23,0.8634,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143105005-1,Central,Luque
392,"Fernando de la Mora, Central",,terreno,1520,land,,,270000,270000,USD,0.416,0,0.9669,0.7667,0,655,0.9669,119.5,0,0,177.63,92.66,0.8067,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/fernando-de-la-mora/143098017-73,Central,Fernando de la Mora
393,"San Lorenzo, Central",,terreno,810,land,,,135721.35,800000000,PYG,0.415,0,0.9901,0.7333,0,833,0.9901,119.5,0,0,167.56,92.66,0.7933,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-lorenzo/143005023-166,Central,San Lorenzo
394,"Ciudad del Este, Alto Paraná",,terreno,510,land,,,96701.46,570000000,PYG,0.415,0,0.918,0.8232,0,379,0.918,131.5,0,0,189.61,80.9,0.8293,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ciudad-del-este/143036126-18,Alto Paraná,Ciudad del Este
395,"Cambyretá, Itapúa",,terreno,360,land,,,100000,100000,USD,0.415,0,0.7761,1,0,700,0.7761,281,0,0,277.78,80.44,0.9778,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/cambyreta/143011043-207,Itapúa,
396,"Cambyretá, Itapúa",,casa,230,built,2,2,200000,200000,USD,0.415,0,0.9231,0.8152,0,669,0.9231,178,0,0,869.57,537.5,0.8261,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/cambyreta/143085019-364,Itapúa,
397,Asunción,Herrera,terreno,469,land,,,280000,280000,USD,0.414,0,1,0.7181,0,1492,1,153,0,0,597.01,422.08,0.7872,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/asuncion/143080002-63,Asunción,
398,"Lambaré, Central",,duplex,157,built,3,3,120452.7,710000000,PYG,0.413,0.5167,0.4242,0.5288,0,127,0.4242,150,1,0.0533,767.21,723.5,0.7115,0,1,remax,https://www.remax.com.py/es-py/propiedades/duplex/venta/lambare/143098020-94,Central,Lambaré
399,"Encarnación, Itapúa",,terreno,365.66,land,,,45805.96,270000000,PYG,0.413,0,0.9701,0.75,0,1949,0.9701,281,0,0,125.27,80.44,0.8,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/encarnacion/143011043-53,Itapúa,Encarnación
400,"Ciudad del Este, Alto Paraná",,terreno,360,land,,,59378.09,350000000,PYG,0.413,0,0.9098,0.8232,0,345,0.9098,131.5,0,0,164.94,80.9,0.8293,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ciudad-del-este/143099018-37,Alto Paraná,Ciudad del Este
401,"Hernandarias, Alto Paraná",,terreno,850,land,,,135721.35,800000000,PYG,0.413,0,0.9098,0.8232,0,347,0.9098,131.5,0,0,159.67,80.9,0.8293,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/hernandarias/143099004-58,Alto Paraná,Hernandarias
402,"Ñemby, Central",,terreno,917,land,,,161169.1,950000000,PYG,0.412,0,0.9669,0.75,0,701,0.9669,119.5,0,0,175.76,92.66,0.8,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/nemby/143010138-227,Central,Ñemby
403,Asunción,Villa Morra,departamento,42,total,1,1,93600,93600,USD,0.412,0,0.8921,0.843,0,358,0.8921,62.5,0,0,2228.57,1671.33,0.8372,0,1,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025033-460,Asunción,
404,"Limpio, Central",,casa,140,built,3,2,155000,155000,USD,0.412,0,0.7656,1,0,311,0.7656,141.5,0,0,1107.14,542.23,0.9617,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/limpio/143105005-6,Central,Limpio
405,"Piribebuy, Cordillera",,terreno,962,land,2,2,64467.64,380000000,PYG,0.412,0,0.7647,1,0,296,0.7647,146,0,0,67.01,23.03,0.9565,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/piribebuy/143063128-236,Cordillera,
406,Asunción,Villa Aurelia,terreno,493.74,land,5,3,322338.21,1900000000,PYG,0.411,0,0.9032,0.8245,0,415,0.9032,153,0,0,652.85,422.08,0.8298,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/asuncion/143100044-3,Asunción,
407,Asunción,San Roque,casa,291.8,built,4,5,190000,190000,USD,0.411,0.7262,0.5111,0.0431,0,196,0.5111,189.5,1,0.0952,651.13,638.83,0.5172,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/asuncion/143098047-45,Asunción,
408,"Luque, Central",,casa,350,built,3,3,271442.7,1600000000,PYG,0.411,0,0.9219,0.7992,0,544,0.9219,141.5,0,0,775.55,542.23,0.8197,0,1,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143025149-220,Central,Luque
409,"Cambyretá, Itapúa",,terreno,360,land,,,66164.16,390000000,PYG,0.411,0,0.7612,1,0,606,0.7612,281,0,0,183.79,80.44,0.9111,0,2,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/cambyreta/143085019-398,Itapúa,
410,"Encarnación, Itapúa",,terreno,937,land,,,380000,380000,USD,0.411,0,0.7612,1,0,602,0.7612,281,0,0,405.55,80.44,0.9778,0,1,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/encarnacion/143011036-98,Itapúa,Encarnación
